grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Lot Pack Out,Pack Out %,"Useable 
w 3 % Allow",kqf_pre,kqf_final
Deca03,12/9/2016,ZPD,"4,409",5990,,,,PD,"13,060","13,113",100.40%,"13,113",1,2
Deca03,12/9/2016,ZPD,"4,410",5991,,,,PD,"14,580","14,609",100.20%,"14,609",1,2
Deca03,12/9/2016,ZPD,"4,410",5992,,,,PD,"2,460","2,465",100.20%,"2,465",1,2
Deca03,12/12/2016,ZPD,"4,410",5993,,,,PD,"4,480","4,489",100.20%,"4,489",1,2
Deca03,12/12/2016,ZPD,"4,410",5994,,,,PD,"24,120","24,168",100.20%,"24,168",1,2
Deca03,12/13/2016,ZPD,"4,410",5995,,,,PD,"11,420","11,443",100.20%,"11,443",1,2
Deca03,12/13/2016,ZPD,"4,410",5996,,,,PD,"21,920","21,964",100.20%,"21,964",1,2
Deca03,12/13/2016,ZPD,"4,410",5997,,,,PD,"25,220","25,270",100.20%,"25,270",1,2
Deca03,12/14/2016,ZPD,"4,410",5998,,,,PD,"11,900","11,924",100.20%,"11,924",1,2
Deca03,12/14/2016,ZPD,"4,410",5999,,,,PD,"24,500","24,549",100.20%,"24,549",1,2
Deca03,12/14/2016,ZPD,"4,410",6000,,,,PD,"25,120","25,170",100.20%,"25,170",1,2
Deca03,12/14/2016,ZPD,"4,410",6001,,,,PD,"12,360","12,385",100.20%,"12,385",1,2
Deca03,12/15/2016,ZPD,"4,410",6002,,,,PD,"6,500","6,513",100.20%,"6,513",1,2
Deca03,12/15/2016,ZPD,"4,410",6003,,,,PD,"24,840","24,889",100.20%,"24,889",1,2
Deca03,12/15/2016,ZPD,"4,411",6004,,,,PD,"27,440","21,109",76.93%,"21,109",1,2
Deca03,12/15/2016,ZPD,"4,411",6005,,,,PD,"12,760","9,816",76.93%,"9,816",1,2
Wain01,12/15/2016,#1,"4,412",6006,,,,ST,"6,944","7,193",103.59%,"7,193",1,2
